"","E_It","N","R0","k","inter_day","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","sufficient_ncluster","adjusted_sufficient_ncluster"
"1",0.005,1000,1.5,0.7,27,0.2,1.47481644195555,1.81431197811527,1.21437163046542,1.32644955438891,0.004967,1.96884738246082e-05,0.00653233333333333,3.8101655107258e-05,0.00545166666666667,2.78276064243637e-05,100,">=1000",">=1000"
"2",0.005,1000,1.5,0.7,27,0.2,1.47481644195555,1.81431197811527,1.21437163046542,1.32644955438891,0.004967,1.96884738246082e-05,0.00653233333333333,3.8101655107258e-05,0.00545166666666667,2.78276064243637e-05,1000,"205","405.558333333333"
"3",0.005,1000,1.5,0.7,27,0.4,1.45204217071644,1.58355041576649,0.975481286581404,0.821441073430109,0.00504766666666667,2.05142326330999e-05,0.006641,4.02488686228743e-05,0.00446866666666667,1.89306617761476e-05,100,"322","636.379333333333"
"4",0.005,1000,1.5,0.7,27,0.4,1.45204217071644,1.58355041576649,0.975481286581404,0.821441073430109,0.00504766666666667,2.05142326330999e-05,0.006641,4.02488686228743e-05,0.00446866666666667,1.89306617761476e-05,1000,"49","96.8403333333333"
"5",0.005,1000,1.5,0.4,29,0.2,1.37457920135412,1.49477272081595,1.11884913395718,1.08596213670695,0.00483366666666667,1.67249081916194e-05,0.00604733333333333,3.17996927864844e-05,0.00500733333333333,2.25107831499389e-05,100,">=1000",">=1000"
"6",0.005,1000,1.5,0.4,29,0.2,1.37457920135412,1.49477272081595,1.11884913395718,1.08596213670695,0.00483366666666667,1.67249081916194e-05,0.00604733333333333,3.17996927864844e-05,0.00500733333333333,2.25107831499389e-05,1000,"189","488.061"
"7",0.005,1000,1.5,0.4,29,0.4,1.36578382773341,1.50518642315287,0.930218655281975,0.84236457050282,0.00480366666666667,1.86500032232967e-05,0.005919,3.1739685561854e-05,0.004012,1.59244974991664e-05,100,"361","924.761666666667"
"8",0.005,1000,1.5,0.4,29,0.4,1.36578382773341,1.50518642315287,0.930218655281975,0.84236457050282,0.00480366666666667,1.86500032232967e-05,0.005919,3.1739685561854e-05,0.004012,1.59244974991664e-05,1000,"53","135.768333333333"
"9",0.005,1000,1.5,0.1,35,0.2,1.19866104060655,1.15463693671517,1.02576124373388,0.904065962096842,0.00465266666666667,1.36779188618428e-05,0.00485,1.67724241413805e-05,0.00417033333333333,1.36558718461709e-05,100,">=1000",">=1000"
"10",0.005,1000,1.5,0.1,35,0.2,1.19866104060655,1.15463693671517,1.02576124373388,0.904065962096842,0.00465266666666667,1.36779188618428e-05,0.00485,1.67724241413805e-05,0.00417033333333333,1.36558718461709e-05,1000,"291","1381.377"
"11",0.005,1000,1.5,0.1,35,0.4,1.22058384977739,1.22734740338587,0.839415527909769,0.668212315359989,0.00454433333333333,1.29596877848172e-05,0.00487766666666667,1.77119385350672e-05,0.00339433333333333,9.65405257307992e-06,100,"509","2462.20266666667"
