"","E_It","N","R0","k","effect","inter_day","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","lower_bound","sufficient_ncluster","adjusted_sufficient_ncluster"
"23",0.005,1000,2,0.1,0.4,21,1.56478048912378,2.28275376472626,1.00836582940772,1.0157900805765,4.22066666666667,14.5534907191286,6.05166666666667,30.9019645437368,4.07933333333333,16.413177281316,100,376.026823995812,"330","1078.99"
"24",0.005,1000,2,0.1,0.4,21,1.56478048912378,2.28275376472626,1.00836582940772,1.0157900805765,4.22066666666667,14.5534907191286,6.05166666666667,30.9019645437368,4.07933333333333,16.413177281316,1000,239.728155636531,"55","179.831666666667"
"25",0.005,10000,1.5,0.7,0.2,49,1.35629025848588,0.174501594670526,1.13126074108077,0.146193508286569,49.092,727.129245748583,63.4526666666667,1028.51526464377,52.9673333333333,745.783527398022,100,803.243601101009,">=1000",">=1000"
"26",0.005,10000,1.5,0.7,0.2,49,1.35629025848588,0.174501594670526,1.13126074108077,0.146193508286569,49.092,727.129245748583,63.4526666666667,1028.51526464377,52.9673333333333,745.783527398022,1000,100.940698172293,"178","178.534"
"27",0.005,10000,1.5,0.7,0.4,50,1.36207347357294,0.144642935126209,0.915729356267019,0.08031576551045,50.477,775.699370790263,65.2443333333333,1082.92627664777,44.1616666666667,543.766119261976,100,182.434913707335,"307","309.046666666667"
"28",0.005,10000,1.5,0.7,0.4,50,1.36207347357294,0.144642935126209,0.915729356267019,0.08031576551045,50.477,775.699370790263,65.2443333333333,1082.92627664777,44.1616666666667,543.766119261976,1000,23.4586358424104,"41","41.2733333333333"
"29",0.005,10000,1.5,0.4,0.2,73,1.16226584597567,0.169865405218588,0.982154751663001,0.117417819522315,52.1473333333333,711.356745137268,55.6653333333333,615.537844170279,47.3716666666667,458.323638435034,100,1026.77091007968,">=1000",">=1000"
"30",0.005,10000,1.5,0.4,0.2,73,1.16226584597567,0.169865405218588,0.982154751663001,0.117417819522315,52.1473333333333,711.356745137268,55.6653333333333,615.537844170279,47.3716666666667,458.323638435034,1000,136.687424847165,"236","243.945333333333"
"31",0.005,10000,1.5,0.4,0.4,68,1.20564566082348,0.243754867031496,0.832658413619844,0.102050841403991,48.7963333333333,705.970176614427,53.8806666666667,670.535938201623,38.056,371.677423141047,100,243.912220499497,"470","488.486666666667"
"32",0.005,10000,1.5,0.4,0.4,68,1.20564566082348,0.243754867031496,0.832658413619844,0.102050841403991,48.7963333333333,705.970176614427,53.8806666666667,670.535938201623,38.056,371.677423141047,1000,32.9990362959167,"55","57.1633333333333"
"33",0.005,10000,2,0.7,0.2,24,2.0852763278778,0.218845154013612,1.66095963646056,0.131863825737611,51.3276666666667,562.271058241636,103.73,1992.61263754585,82.9713333333333,1310.65539668778,100,327.744889840928,"501","501.501"
"34",0.005,10000,2,0.7,0.2,24,2.0852763278778,0.218845154013612,1.66095963646056,0.131863825737611,51.3276666666667,562.271058241636,103.73,1992.61263754585,82.9713333333333,1310.65539668778,1000,44.2945546294754,"88","88.088"
"35",0.005,10000,2,0.7,0.4,24,2.07659025320931,0.210639177193828,1.28285243334747,0.0835582873033203,51.9283333333333,607.416336000889,104.066333333333,2028.89022996554,64.953,885.039804268089,100,83.658337513872,"126","126.042"
"36",0.005,10000,2,0.7,0.4,24,2.07659025320931,0.210639177193828,1.28285243334747,0.0835582873033203,51.9283333333333,607.416336000889,104.066333333333,2028.89022996554,64.953,885.039804268089,1000,11.8760869246897,"21","21.007"
"37",0.005,10000,2,0.4,0.2,30,1.93157231738129,0.318865548962586,1.55092102165129,0.185848430311846,50.9523333333333,826.128770812493,91.8356666666667,2003.6385407358,74.641,1424.55630443481,100,387.701262123952,"658","659.754666666667"
"38",0.005,10000,2,0.4,0.2,30,1.93157231738129,0.318865548962586,1.55092102165129,0.185848430311846,50.9523333333333,826.128770812493,91.8356666666667,2003.6385407358,74.641,1424.55630443481,1000,57.6719463062052,"107","107.285333333333"
"39",0.005,10000,2,0.4,0.4,30,1.93452592363582,0.356570803413889,1.2302674949799,0.146707525056991,52.195,850.991972324108,94.182,2047.69610803601,60.6926666666667,967.826154940536,100,100.998501878808,"162","162.378"
"40",0.005,10000,2,0.4,0.4,30,1.93452592363582,0.356570803413889,1.2302674949799,0.146707525056991,52.195,850.991972324108,94.182,2047.69610803601,60.6926666666667,967.826154940536,1000,15.479095499028,"26","26.0606666666667"
"41",0.0045,10000,2,0.1,0.2,56,1.28416839214577,0.611640683880005,1.05234911378681,0.242979261127337,44.0416666666667,528.484091919529,47.378,407.899082360787,40.385,312.612979326442,100,869.962913254126,">=1000",">=1000"
"42",0.0045,10000,2,0.1,0.2,56,1.28416839214577,0.611640683880005,1.05234911378681,0.242979261127337,44.0416666666667,528.484091919529,47.378,407.899082360787,40.385,312.612979326442,1000,177.123368656735,"283","331.676"
"43",0.0045,10000,2,0.1,0.4,55,1.29652375232165,0.519148699542724,0.890324550141028,0.202021332884848,43.9273333333333,553.892683783483,47.9506666666667,437.573424030232,34.189,248.392076358786,100,265.482789546473,"568","655.472"
"44",0.0045,10000,2,0.1,0.4,55,1.29652375232165,0.519148699542724,0.890324550141028,0.202021332884848,43.9273333333333,553.892683783483,47.9506666666667,437.573424030232,34.189,248.392076358786,1000,53.6806425922523,"66","76.164"
"45",0.02,100,1.5,0.7,0.2,11,1.13317433862434,1.8671224488115,0.910330158730159,1.32277822592666,1.77933333333333,1.50514126931199,1.959,4.98231310436812,1.60566666666667,3.79676681115928,10,2187.43952620392,">=1000",">=1000"
"46",0.02,100,1.5,0.7,0.2,11,1.13317433862434,1.8671224488115,0.910330158730159,1.32277822592666,1.77933333333333,1.50514126931199,1.959,4.98231310436812,1.60566666666667,3.79676681115928,50,797.96856738793,"845","3098.615"
"47",0.02,100,1.5,0.7,0.2,11,1.13317433862434,1.8671224488115,0.910330158730159,1.32277822592666,1.77933333333333,1.50514126931199,1.959,4.98231310436812,1.60566666666667,3.79676681115928,100,624.284895318877,"408","1496.136"
"48",0.02,100,1.5,0.7,0.4,9,1.05962843915344,1.74388280390724,0.718555026455026,1.03833058242028,1.55133333333333,0.958351005890853,1.65033333333333,4.07809258641769,1.12766666666667,2.47352573079916,10,924.539317976522,">=1000",">=1000"
"49",0.02,100,1.5,0.7,0.4,9,1.05962843915344,1.74388280390724,0.718555026455026,1.03833058242028,1.55133333333333,0.958351005890853,1.65033333333333,4.07809258641769,1.12766666666667,2.47352573079916,50,329.032087873116,"299","977.73"
"50",0.02,100,1.5,0.7,0.4,9,1.05962843915344,1.74388280390724,0.718555026455026,1.03833058242028,1.55133333333333,0.958351005890853,1.65033333333333,4.07809258641769,1.12766666666667,2.47352573079916,100,254.594196895075,"131","428.37"
"51",0.02,100,1.5,0.4,0.2,9,0.935175396825397,1.66980844204241,0.78026746031746,1.2720170305137,1.53466666666667,0.928441035900856,1.49066666666667,3.92522129598755,1.24533333333333,3.05749738801823,10,4648.9883199451,">=1000",">=1000"
"52",0.02,100,1.5,0.4,0.2,9,0.935175396825397,1.66980844204241,0.78026746031746,1.2720170305137,1.53466666666667,0.928441035900856,1.49066666666667,3.92522129598755,1.24533333333333,3.05749738801823,50,1855.37301373659,">=1000",">=1000"
"53",0.02,100,1.5,0.4,0.2,9,0.935175396825397,1.66980844204241,0.78026746031746,1.2720170305137,1.53466666666667,0.928441035900856,1.49066666666667,3.92522129598755,1.24533333333333,3.05749738801823,100,1506.17116743586,"658","2411.35066666667"
"54",0.02,100,1.5,0.4,0.4,10,0.948700529100529,1.63754521462195,0.645928439153439,0.81089322530957,1.63833333333333,1.19993053239969,1.60966666666667,4.45279081916194,1.10033333333333,2.20300088918528,10,1052.95248428392,">=1000",">=1000"
"55",0.02,100,1.5,0.4,0.4,10,0.948700529100529,1.63754521462195,0.645928439153439,0.81089322530957,1.63833333333333,1.19993053239969,1.60966666666667,4.45279081916194,1.10033333333333,2.20300088918528,50,415.722207404998,"361","1386.24"
"56",0.02,100,1.5,0.4,0.4,10,0.948700529100529,1.63754521462195,0.645928439153439,0.81089322530957,1.63833333333333,1.19993053239969,1.60966666666667,4.45279081916194,1.10033333333333,2.20300088918528,100,336.068731557839,"166","637.44"
"57",0.02,100,1.5,0.1,0.2,8,0.534337301587302,1.10945433737109,0.452314682539683,0.791239704478055,1.29433333333333,0.503869178615094,0.816,2.36893364454818,0.678666666666667,1.58794086917861,10,13613.2017653837,">=1000",">=1000"
"58",0.02,100,1.5,0.1,0.2,8,0.534337301587302,1.10945433737109,0.452314682539683,0.791239704478055,1.29433333333333,0.503869178615094,0.816,2.36893364454818,0.678666666666667,1.58794086917861,50,6968.93202598952,">=1000",">=1000"
"59",0.02,100,1.5,0.1,0.2,8,0.534337301587302,1.10945433737109,0.452314682539683,0.791239704478055,1.29433333333333,0.503869178615094,0.816,2.36893364454818,0.678666666666667,1.58794086917861,100,6138.39831636817,">=1000",">=1000"
"60",0.02,100,1.5,0.1,0.4,11,0.648131613756614,1.16083542921713,0.445671031746032,0.629397596091124,1.53233333333333,1.15067144603757,1.089,2.81735145048349,0.766666666666667,1.64943870178949,10,2174.78172408737,">=1000",">=1000"
"61",0.02,100,1.5,0.1,0.4,11,0.648131613756614,1.16083542921713,0.445671031746032,0.629397596091124,1.53233333333333,1.15067144603757,1.089,2.81735145048349,0.766666666666667,1.64943870178949,50,1163.5856387951,"611","3402.659"
"62",0.02,100,1.5,0.1,0.4,11,0.648131613756614,1.16083542921713,0.445671031746032,0.629397596091124,1.53233333333333,1.15067144603757,1.089,2.81735145048349,0.766666666666667,1.64943870178949,100,1037.18617159423,"248","1381.112"
"63",0.02,100,2,0.7,0.2,8,1.51372574555075,2.98074246131459,1.25463316498317,2.30086380247551,1.70966666666667,1.32848271646104,2.559,7.8864811603868,2.13866666666667,6.22284583750139,10,2359.3110741071,">=1000",">=1000"
"64",0.02,100,2,0.7,0.2,8,1.51372574555075,2.98074246131459,1.25463316498317,2.30086380247551,1.70966666666667,1.32848271646104,2.559,7.8864811603868,2.13866666666667,6.22284583750139,50,926.224032099994,"814","2258.036"
"65",0.02,100,2,0.7,0.2,8,1.51372574555075,2.98074246131459,1.25463316498317,2.30086380247551,1.70966666666667,1.32848271646104,2.559,7.8864811603868,2.13866666666667,6.22284583750139,100,747.088292237159,"426","1181.724"
"66",0.02,100,2,0.7,0.4,8,1.52742843915344,3.01698964490849,0.954764417989418,1.41815942557402,1.708,1.23981593864622,2.595,8.16102867622541,1.63733333333333,3.91977948204957,10,430.791799648581,"549","1556.415"
"67",0.02,100,2,0.7,0.4,8,1.52742843915344,3.01698964490849,0.954764417989418,1.41815942557402,1.708,1.23981593864622,2.595,8.16102867622541,1.63733333333333,3.91977948204957,50,166.729152020246,"151","428.085"
"68",0.02,100,2,0.7,0.4,8,1.52742843915344,3.01698964490849,0.954764417989418,1.41815942557402,1.708,1.23981593864622,2.595,8.16102867622541,1.63733333333333,3.91977948204957,100,133.722138366488,"76","215.46"
"69",0.02,100,2,0.4,0.2,7,1.20849193121693,2.52804125603595,0.997132407407407,1.91244039844345,1.491,0.876877959319773,1.91233333333333,6.10001456040903,1.58433333333333,4.62376247638102,10,3441.669026355,">=1000",">=1000"
"70",0.02,100,2,0.4,0.2,7,1.20849193121693,2.52804125603595,0.997132407407407,1.91244039844345,1.491,0.876877959319773,1.91233333333333,6.10001456040903,1.58433333333333,4.62376247638102,50,1475.56124228636,">=1000",">=1000"
"71",0.02,100,2,0.4,0.2,7,1.20849193121693,2.52804125603595,0.997132407407407,1.91244039844345,1.491,0.876877959319773,1.91233333333333,6.10001456040903,1.58433333333333,4.62376247638102,100,1229.79783830263,"564","1565.476"
"72",0.02,100,2,0.4,0.4,8,1.28142076719577,2.56966053328348,0.840028703703704,1.37760768759779,1.645,1.22404968322774,2.15033333333333,6.62327431366011,1.43933333333333,3.6755447371346,10,687.18983323229,"876","2643.768"
"73",0.02,100,2,0.4,0.4,8,1.28142076719577,2.56966053328348,0.840028703703704,1.37760768759779,1.645,1.22404968322774,2.15033333333333,6.62327431366011,1.43933333333333,3.6755447371346,50,294.775066678875,"228","688.104"
"74",0.02,100,2,0.4,0.4,8,1.28142076719577,2.56966053328348,0.840028703703704,1.37760768759779,1.645,1.22404968322774,2.15033333333333,6.62327431366011,1.43933333333333,3.6755447371346,100,245.723567519484,"115","347.07"
"75",0.02,100,2,0.1,0.2,8,0.789290873015873,1.8530603752572,0.695415873015873,1.46126750729961,1.437,0.878990663554518,1.28933333333333,4.2023536734467,1.131,3.43298332777593,10,16105.5505921357,">=1000",">=1000"
"76",0.02,100,2,0.1,0.2,8,0.789290873015873,1.8530603752572,0.695415873015873,1.46126750729961,1.437,0.878990663554518,1.28933333333333,4.2023536734467,1.131,3.43298332777593,50,9444.94186032548,">=1000",">=1000"
"77",0.02,100,2,0.1,0.2,8,0.789290873015873,1.8530603752572,0.695415873015873,1.46126750729961,1.437,0.878990663554518,1.28933333333333,4.2023536734467,1.131,3.43298332777593,100,8612.36577089724,">=1000",">=1000"
"78",0.02,100,2,0.1,0.4,9,0.860863095238095,1.81358134595744,0.575930555555556,0.939457158429069,1.54466666666667,1.24308591752806,1.44733333333333,4.38001956207625,1.021,2.68011903967989,10,1575.0788914924,">=1000",">=1000"
"79",0.02,100,2,0.1,0.4,9,0.860863095238095,1.81358134595744,0.575930555555556,0.939457158429069,1.54466666666667,1.24308591752806,1.44733333333333,4.38001956207625,1.021,2.68011903967989,50,924.880103176725,"449","1779.387"
"80",0.02,100,2,0.1,0.4,9,0.860863095238095,1.81358134595744,0.575930555555556,0.939457158429069,1.54466666666667,1.24308591752806,1.44733333333333,4.38001956207625,1.021,2.68011903967989,100,843.605293029264,"213","844.119"
