"","N","E_It","R0","k","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","lower_bound","sufficient_ncluster","adjusted_sufficient_ncluster"
"62",100,0.02,1.5,0.1,0.2,0.785673402523403,0.963751306757982,0.668784991859992,0.733292534810607,2.41,2.57875958652884,1.57766666666667,2.68819728798488,1.342,2.11574124708236,50,3508.70726229889,"470","5267.91666666667"
"63",100,0.02,1.5,0.1,0.2,0.785673402523403,0.963751306757982,0.668784991859992,0.733292534810607,2.41,2.57875958652884,1.57766666666667,2.68819728798488,1.342,2.11574124708236,100,3196.96920448393,"251","2813.29166666667"
"64",100,0.02,1.5,0.1,0.4,0.762595361120361,0.850881205157371,0.553779997779998,0.555706737942179,2.423,2.72564621540514,1.53833333333333,2.56471879515394,1.13433333333333,1.67617994887185,10,1644.80818752785,"751","8809.48033333333"
"65",100,0.02,1.5,0.1,0.4,0.762595361120361,0.850881205157371,0.553779997779998,0.555706737942179,2.423,2.72564621540514,1.53833333333333,2.56471879515394,1.13433333333333,1.67617994887185,50,935.865138615348,"150","1759.55"
"66",100,0.02,1.5,0.1,0.4,0.762595361120361,0.850881205157371,0.553779997779998,0.555706737942179,2.423,2.72564621540514,1.53833333333333,2.56471879515394,1.13433333333333,1.67617994887185,100,847.247300509011,"76","891.505333333333"
"67",100,0.02,2,0.7,0.2,1.20134594264668,1.46093785394112,1.00898683019051,0.981665497091403,4.467,9.01791697232411,4.034,8.25626275425142,3.499,6.79292997665889,10,1243.10110265033,">=1000",">=1000"
"68",100,0.02,2,0.7,0.2,1.20134594264668,1.46093785394112,1.00898683019051,0.981665497091403,4.467,9.01791697232411,4.034,8.25626275425142,3.499,6.79292997665889,50,466.943346915677,"307","1102.94866666667"
"69",100,0.02,2,0.7,0.2,1.20134594264668,1.46093785394112,1.00898683019051,0.981665497091403,4.467,9.01791697232411,4.034,8.25626275425142,3.499,6.79292997665889,100,369.923941131588,"166","596.382666666667"
"70",100,0.02,2,0.7,0.4,1.22578879127409,1.38112176656014,0.882766630482807,0.762533802551502,4.38633333333333,8.5299231966211,4.091,8.06407369123041,3.042,5.36469089696566,10,379.892915199817,"342","1234.506"
"71",100,0.02,2,0.7,0.4,1.22578879127409,1.38112176656014,0.882766630482807,0.762533802551502,4.38633333333333,8.5299231966211,4.091,8.06407369123041,3.042,5.36469089696566,50,142.075374021203,"72","259.896"
"72",100,0.02,2,0.7,0.4,1.22578879127409,1.38112176656014,0.882766630482807,0.762533802551502,4.38633333333333,8.5299231966211,4.091,8.06407369123041,3.042,5.36469089696566,100,112.34923335891,"40","144.386666666667"
"73",100,0.02,2,0.4,0.2,1.1831543947066,1.50845419554954,0.996100649976385,1.05602730486651,4.06166666666667,7.64641269311993,3.517,6.56523274424808,3.04333333333333,5.49328665110592,10,1556.48271002558,">=1000",">=1000"
"74",100,0.02,2,0.4,0.2,1.1831543947066,1.50845419554954,0.996100649976385,1.05602730486651,4.06166666666667,7.64641269311993,3.517,6.56523274424808,3.04333333333333,5.49328665110592,50,672.59031147991,"345","1516.85"
"75",100,0.02,2,0.4,0.2,1.1831543947066,1.50845419554954,0.996100649976385,1.05602730486651,4.06166666666667,7.64641269311993,3.517,6.56523274424808,3.04333333333333,5.49328665110592,100,562.103909932239,"189","830.97"
"76",100,0.02,2,0.4,0.4,1.13811782939283,1.40805213015222,0.787553262478263,0.655346453655569,4.05033333333333,7.34224730465711,3.44433333333333,6.74048138268312,2.56066666666667,4.45513793486718,10,387.674466851523,"392","1711.34133333333"
"77",100,0.02,2,0.4,0.4,1.13811782939283,1.40805213015222,0.787553262478263,0.655346453655569,4.05033333333333,7.34224730465711,3.44433333333333,6.74048138268312,2.56066666666667,4.45513793486718,50,163.020285396053,"84","366.716"
"78",100,0.02,2,0.4,0.4,1.13811782939283,1.40805213015222,0.787553262478263,0.655346453655569,4.05033333333333,7.34224730465711,3.44433333333333,6.74048138268312,2.56066666666667,4.45513793486718,100,134.939179104125,"47","205.186333333333"
"79",100,0.02,2,0.1,0.2,0.787402335627336,0.979562069824197,0.715978253228253,0.796393909811267,2.951,3.59313004334778,1.82533333333333,3.23190218961876,1.67666666666667,2.76104256974547,10,13685.0827835903,">=1000",">=1000"
"80",100,0.02,2,0.1,0.2,0.787402335627336,0.979562069824197,0.715978253228253,0.796393909811267,2.951,3.59313004334778,1.82533333333333,3.23190218961876,1.67666666666667,2.76104256974547,50,8089.03192181228,">=1000",">=1000"
"81",100,0.02,2,0.1,0.2,0.787402335627336,0.979562069824197,0.715978253228253,0.796393909811267,2.951,3.59313004334778,1.82533333333333,3.23190218961876,1.67666666666667,2.76104256974547,100,7389.52556767524,"710","5924.47666666667"
"82",100,0.02,2,0.1,0.4,0.792933742183742,0.945617168584126,0.602853427128427,0.619906860456111,2.94733333333333,3.69779215293987,1.78033333333333,2.79501155940869,1.402,2.15511437145715,10,1758.9601019935,"985","8111.475"
"83",100,0.02,2,0.1,0.4,0.792933742183742,0.945617168584126,0.602853427128427,0.619906860456111,2.94733333333333,3.69779215293987,1.78033333333333,2.79501155940869,1.402,2.15511437145715,50,1019.91174464485,"213","1754.055"
"84",100,0.02,2,0.1,0.4,0.792933742183742,0.945617168584126,0.602853427128427,0.619906860456111,2.94733333333333,3.69779215293987,1.78033333333333,2.79501155940869,1.402,2.15511437145715,100,927.530736602715,"111","914.085"
