"","E_It","N","R0","k","inter_day","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","sufficient_ncluster","adjusted_sufficient_ncluster"
"56",0.02,100,1.5,0.4,11,0.4,0.756335846560847,1.94066681973691,0.28136746031746,0.504654118856995,0.0173466666666667,0.000143140869178615,0.0116333333333333,0.000336911192619762,0.00465,0.000103445315105035,100,"60","245.8"
"57",0.02,100,1.5,0.1,10,0.2,0.327713888888889,0.73630029166715,0.233849735449735,0.47988018679836,0.0146566666666667,9.68477381349339e-05,0.00473666666666667,0.000114902289652106,0.00341,7.56971323774592e-05,10,">=1000",">=1000"
"58",0.02,100,1.5,0.1,10,0.2,0.327713888888889,0.73630029166715,0.233849735449735,0.47988018679836,0.0146566666666667,9.68477381349339e-05,0.00473666666666667,0.000114902289652106,0.00341,7.56971323774592e-05,50,">=1000",">=1000"
"59",0.02,100,1.5,0.1,10,0.2,0.327713888888889,0.73630029166715,0.233849735449735,0.47988018679836,0.0146566666666667,9.68477381349339e-05,0.00473666666666667,0.000114902289652106,0.00341,7.56971323774592e-05,100,"751","3782.787"
"60",0.02,100,1.5,0.1,10,0.4,0.330599735449735,0.72935467743545,0.17707619047619,0.313878403247039,0.01437,8.82991997332444e-05,0.0046,0.000106342114038013,0.00259333333333333,5.37592086250973e-05,10,">=1000",">=1000"
"61",0.02,100,1.5,0.1,10,0.4,0.330599735449735,0.72935467743545,0.17707619047619,0.313878403247039,0.01437,8.82991997332444e-05,0.0046,0.000106342114038013,0.00259333333333333,5.37592086250973e-05,50,"876","4360.436"
"62",0.02,100,1.5,0.1,10,0.4,0.330599735449735,0.72935467743545,0.17707619047619,0.313878403247039,0.01437,8.82991997332444e-05,0.0046,0.000106342114038013,0.00259333333333333,5.37592086250973e-05,100,"251","1249.39433333333"
"63",0.02,100,2,0.7,8,0.2,1.70252322029822,5.65402612717967,1.14546111111111,3.44135554835088,0.0171666666666667,0.000133883516727798,0.0248633333333333,0.000832858941869512,0.01754,0.00056613711237079,10,"966","2572.136"
"64",0.02,100,2,0.7,8,0.2,1.70252322029822,5.65402612717967,1.14546111111111,3.44135554835088,0.0171666666666667,0.000133883516727798,0.0248633333333333,0.000832858941869512,0.01754,0.00056613711237079,50,"275","732.233333333333"
"65",0.02,100,2,0.7,8,0.2,1.70252322029822,5.65402612717967,1.14546111111111,3.44135554835088,0.0171666666666667,0.000133883516727798,0.0248633333333333,0.000832858941869512,0.01754,0.00056613711237079,100,"170","452.653333333333"
"66",0.02,100,2,0.7,8,0.4,1.6479787037037,5.25966312481038,0.681014814814815,1.57478927372252,0.0170933333333333,0.000129261042569745,0.0246133333333333,0.000830727398021563,0.01083,0.000296643314438146,10,"244","655.790666666667"
