"","E_It","N","R0","k","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","lower_bound","sufficient_ncluster","adjusted_sufficient_ncluster"
"1",0.005,1000,1.5,0.7,0.2,1.4984102840402,1.71007155824146,1.17785558885903,1.10495525822445,4.945,19.12635045015,6.65133333333333,38.9127358008225,5.40166666666667,27.6942286317661,100,531.881828571148,"509","1058.55033333333"
"2",0.005,1000,1.5,0.7,0.2,1.4984102840402,1.71007155824146,1.17785558885903,1.10495525822445,4.945,19.12635045015,6.65133333333333,38.9127358008225,5.40166666666667,27.6942286317661,1000,163.419468793383,"53","110.222333333333"
"3",0.005,1000,1.5,0.7,0.4,1.47089379385713,1.61251791418777,0.956286114671802,0.835283184018306,4.77933333333333,18.6855347338002,6.42433333333333,38.1116451039235,4.24266666666667,18.3132172946538,100,192.48245435311,"141","288.298"
"4",0.005,1000,1.5,0.7,0.4,1.47089379385713,1.61251791418777,0.956286114671802,0.835283184018306,4.77933333333333,18.6855347338002,6.42433333333333,38.1116451039235,4.24266666666667,18.3132172946538,1000,58.2273946822461,"15","30.67"
"5",0.005,1000,1.5,0.4,0.2,1.32437162195983,1.59054138335322,1.13011135142487,1.13724778622754,4.70866666666667,17.7517087918195,5.694,30.1670863621207,4.89633333333333,23.2886827831499,100,1517.5604486853,">=1000",">=1000"
"6",0.005,1000,1.5,0.4,0.2,1.32437162195983,1.59054138335322,1.13011135142487,1.13724778622754,4.70866666666667,17.7517087918195,5.694,30.1670863621207,4.89633333333333,23.2886827831499,1000,551.460697824079,"111","292.744"
"7",0.005,1000,1.5,0.4,0.4,1.3264476750657,1.47713974197475,0.907093152679756,0.791466215859035,4.722,17.8179886628876,5.73066666666667,30.3989258641769,3.958,15.4367149049683,100,292.245812176486,"189","510.111"
"8",0.005,1000,1.5,0.4,0.4,1.3264476750657,1.47713974197475,0.907093152679756,0.791466215859035,4.722,17.8179886628876,5.73066666666667,30.3989258641769,3.958,15.4367149049683,1000,104.026394006986,"21","56.679"
"9",0.005,1000,1.5,0.1,0.2,1.15834328745182,1.26110107240558,0.97201878052363,0.932263975129883,4.32366666666667,11.8902032899856,4.32366666666667,14.6044413693453,3.61566666666667,10.0646427698122,100,2403.73343373507,"876","4911.732"
"10",0.005,1000,1.5,0.1,0.2,1.15834328745182,1.26110107240558,0.97201878052363,0.932263975129883,4.32366666666667,11.8902032899856,4.32366666666667,14.6044413693453,3.61566666666667,10.0646427698122,1000,1417.58716962172,"95","532.665"
"11",0.005,1000,1.5,0.1,0.4,1.21205317652546,1.4145322970283,0.846812110557241,0.777540925722299,4.12233333333333,11.4291776147605,4.35233333333333,15.0698845170612,3.06866666666667,8.50011826164277,100,631.540635338671,"251","1315.993"
"12",0.005,1000,1.5,0.1,0.4,1.21205317652546,1.4145322970283,0.846812110557241,0.777540925722299,4.12233333333333,11.4291776147605,4.35233333333333,15.0698845170612,3.06866666666667,8.50011826164277,1000,371.302214027959,"27","141.561"
"13",0.005,1000,2,0.7,0.2,2.0846840419636,3.49778736703727,1.64930322342695,2.35439315497774,4.62866666666667,17.2598648438368,8.96933333333333,75.542240302323,7.09533333333333,49.3526957874847,100,454.548989117542,"376","560.741333333333"
"14",0.005,1000,2,0.7,0.2,2.0846840419636,3.49778736703727,1.64930322342695,2.35439315497774,4.62866666666667,17.2598648438368,8.96933333333333,75.542240302323,7.09533333333333,49.3526957874847,1000,157.671503030293,"44","65.6186666666667"
"15",0.005,1000,2,0.7,0.4,2.0959470411389,3.21340142129563,1.28538903061505,1.31692953118461,5.38466666666667,24.8156367678115,10.196,88.2843454484828,6.45766666666667,39.5874036901189,100,101.674520923799,"87","131.747"
"16",0.005,1000,2,0.7,0.4,2.0959470411389,3.21340142129563,1.28538903061505,1.31692953118461,5.38466666666667,24.8156367678115,10.196,88.2843454484828,6.45766666666667,39.5874036901189,1000,35.062906680466,"11","16.6576666666667"
"17",0.005,1000,2,0.4,0.2,1.91132193257984,2.96765630676059,1.50470729795983,2.00590806608907,4.55466666666667,18.3197848171613,8.21733333333333,64.3862282983217,6.52,43.7841947315772,100,542.107804184591,"392","731.733333333333"
"18",0.005,1000,2,0.4,0.2,1.91132193257984,2.96765630676059,1.50470729795983,2.00590806608907,4.55466666666667,18.3197848171613,8.21733333333333,64.3862282983217,6.52,43.7841947315772,1000,225.904368641673,"42","78.4"
"19",0.005,1000,2,0.4,0.4,1.92118159060478,2.91952005451978,1.19808890744036,1.15057249835518,4.879,20.2277682560854,8.534,64.6077132377459,5.476,29.7573431143715,100,144.7203023307,"111","208.051"
"20",0.005,1000,2,0.4,0.4,1.92118159060478,2.91952005451978,1.19808890744036,1.15057249835518,4.879,20.2277682560854,8.534,64.6077132377459,5.476,29.7573431143715,1000,59.4878215085368,"13","24.3663333333333"
"21",0.005,1000,2,0.1,0.2,1.55284042183765,2.2043799412824,1.29199562877869,1.62651610328239,4.536,14.9450190063354,6.48033333333333,32.6605000555741,5.43966666666667,24.263781149272,100,1818.74230021243,"751","2551.39733333333"
"22",0.005,1000,2,0.1,0.2,1.55284042183765,2.2043799412824,1.29199562877869,1.62651610328239,4.536,14.9450190063354,6.48033333333333,32.6605000555741,5.43966666666667,24.263781149272,1000,1181.83636915905,"86","292.170666666667"
"23",0.005,1000,2,0.1,0.4,1.56478048912378,2.28275376472626,1.00836582940772,1.0157900805765,4.22066666666667,14.5534907191286,6.05166666666667,30.9019645437368,4.07933333333333,16.413177281316,100,376.026823995812,"175","572.191666666667"
"24",0.005,1000,2,0.1,0.4,1.56478048912378,2.28275376472626,1.00836582940772,1.0157900805765,4.22066666666667,14.5534907191286,6.05166666666667,30.9019645437368,4.07933333333333,16.413177281316,1000,239.728155636531,"19","62.1236666666667"
"25",0.005,10000,1.5,0.7,0.2,1.35629025848588,0.174501594670526,1.13126074108077,0.146193508286569,49.092,727.129245748583,63.4526666666667,1028.51526464377,52.9673333333333,745.783527398022,100,803.243601101009,"689","691.067"
"26",0.005,10000,1.5,0.7,0.2,1.35629025848588,0.174501594670526,1.13126074108077,0.146193508286569,49.092,727.129245748583,63.4526666666667,1028.51526464377,52.9673333333333,745.783527398022,1000,100.940698172293,"72","72.216"
"27",0.005,10000,1.5,0.7,0.4,1.36207347357294,0.144642935126209,0.915729356267019,0.08031576551045,50.477,775.699370790263,65.2443333333333,1082.92627664777,44.1616666666667,543.766119261976,100,182.434913707335,"150","151"
"28",0.005,10000,1.5,0.7,0.4,1.36207347357294,0.144642935126209,0.915729356267019,0.08031576551045,50.477,775.699370790263,65.2443333333333,1082.92627664777,44.1616666666667,543.766119261976,1000,23.4586358424104,"15","15.1"
"29",0.005,10000,1.5,0.4,0.2,1.16226584597567,0.169865405218588,0.982154751663001,0.117417819522315,52.1473333333333,711.356745137268,55.6653333333333,615.537844170279,47.3716666666667,458.323638435034,100,1026.77091007968,"876","905.492"
"30",0.005,10000,1.5,0.4,0.2,1.16226584597567,0.169865405218588,0.982154751663001,0.117417819522315,52.1473333333333,711.356745137268,55.6653333333333,615.537844170279,47.3716666666667,458.323638435034,1000,136.687424847165,"97","100.265666666667"
"31",0.005,10000,1.5,0.4,0.4,1.20564566082348,0.243754867031496,0.832658413619844,0.102050841403991,48.7963333333333,705.970176614427,53.8806666666667,670.535938201623,38.056,371.677423141047,100,243.912220499497,"217","225.535333333333"
"32",0.005,10000,1.5,0.4,0.4,1.20564566082348,0.243754867031496,0.832658413619844,0.102050841403991,48.7963333333333,705.970176614427,53.8806666666667,670.535938201623,38.056,371.677423141047,1000,32.9990362959167,"23","23.9046666666667"
"33",0.005,10000,2,0.7,0.2,2.0852763278778,0.218845154013612,1.66095963646056,0.131863825737611,51.3276666666667,562.271058241636,103.73,1992.61263754585,82.9713333333333,1310.65539668778,100,327.744889840928,"364","364.364"
"34",0.005,10000,2,0.7,0.2,2.0852763278778,0.218845154013612,1.66095963646056,0.131863825737611,51.3276666666667,562.271058241636,103.73,1992.61263754585,82.9713333333333,1310.65539668778,1000,44.2945546294754,"37","37.037"
"35",0.005,10000,2,0.7,0.4,2.07659025320931,0.210639177193828,1.28285243334747,0.0835582873033203,51.9283333333333,607.416336000889,104.066333333333,2028.89022996554,64.953,885.039804268089,100,83.658337513872,"83","83.0276666666667"
"36",0.005,10000,2,0.7,0.4,2.07659025320931,0.210639177193828,1.28285243334747,0.0835582873033203,51.9283333333333,607.416336000889,104.066333333333,2028.89022996554,64.953,885.039804268089,1000,11.8760869246897,"9","9.003"
"37",0.005,10000,2,0.4,0.2,1.93157231738129,0.318865548962586,1.55092102165129,0.185848430311846,50.9523333333333,826.128770812493,91.8356666666667,2003.6385407358,74.641,1424.55630443481,100,387.701262123952,"443","444.181333333333"
"38",0.005,10000,2,0.4,0.2,1.93157231738129,0.318865548962586,1.55092102165129,0.185848430311846,50.9523333333333,826.128770812493,91.8356666666667,2003.6385407358,74.641,1424.55630443481,1000,57.6719463062052,"47","47.1253333333333"
"39",0.005,10000,2,0.4,0.4,1.93452592363582,0.356570803413889,1.2302674949799,0.146707525056991,52.195,850.991972324108,94.182,2047.69610803601,60.6926666666667,967.826154940536,100,100.998501878808,"99","99.231"
"40",0.005,10000,2,0.4,0.4,1.93452592363582,0.356570803413889,1.2302674949799,0.146707525056991,52.195,850.991972324108,94.182,2047.69610803601,60.6926666666667,967.826154940536,1000,15.479095499028,"11","11.0256666666667"
