"","E_It","N","R0","k","inter_day","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","sufficient_ncluster","adjusted_sufficient_ncluster"
"1",0.005,1000,1.5,0.7,26,0.2,1.83500999014212,4.64017807611793,1.26046085824093,2.10458984148237,0.00489266666666667,1.91895427364677e-05,0.007725,5.47876375458486e-05,0.00532333333333333,2.88143936867845e-05,100,"318","631.442"
"2",0.005,1000,1.5,0.7,26,0.2,1.83500999014212,4.64017807611793,1.26046085824093,2.10458984148237,0.00489266666666667,1.91895427364677e-05,0.007725,5.47876375458486e-05,0.00532333333333333,2.88143936867845e-05,1000,"91","180.695666666667"
"3",0.005,1000,1.5,0.7,26,0.4,1.84164350683036,4.33379636851109,0.796729252266965,1.09852832981014,0.00479333333333333,1.83534066911193e-05,0.00758133333333333,5.16972839835501e-05,0.00334133333333333,1.36653800155607e-05,100,"85","172.323333333333"
"4",0.005,1000,1.5,0.7,26,0.4,1.84164350683036,4.33379636851109,0.796729252266965,1.09852832981014,0.00479333333333333,1.83534066911193e-05,0.00758133333333333,5.16972839835501e-05,0.00334133333333333,1.36653800155607e-05,1000,"20","40.5466666666667"
"5",0.005,1000,1.5,0.4,28,0.2,1.61975287854746,3.80421371226569,1.12195086232068,2.24895625722405,0.00460066666666667,1.73989992219629e-05,0.00625666666666667,3.67470379015227e-05,0.00427233333333333,1.96680572413027e-05,100,"376","1003.79466666667"
"6",0.005,1000,1.5,0.4,28,0.2,1.61975287854746,3.80421371226569,1.12195086232068,2.24895625722405,0.00460066666666667,1.73989992219629e-05,0.00625666666666667,3.67470379015227e-05,0.00427233333333333,1.96680572413027e-05,1000,"90","240.27"
"7",0.005,1000,1.5,0.4,28,0.4,1.72004883494609,3.89869536389804,0.703576004589015,0.899869567137143,0.004493,1.60473001000333e-05,0.00637033333333333,3.64113236634434e-05,0.002742,9.79069956652217e-06,100,"95","249.501666666667"
"8",0.005,1000,1.5,0.4,28,0.4,1.72004883494609,3.89869536389804,0.703576004589015,0.899869567137143,0.004493,1.60473001000333e-05,0.00637033333333333,3.64113236634434e-05,0.002742,9.79069956652217e-06,1000,"19","49.9003333333333"
"9",0.005,1000,1.5,0.1,43,0.2,1.05045732939518,1.75889165957314,0.725413231306304,0.926719977488213,0.00503933333333333,1.38837474713794e-05,0.00397466666666667,1.21394046904524e-05,0.002831,7.57563087695899e-06,100,"814","4677.51533333333"
"10",0.005,1000,1.5,0.1,43,0.2,1.05045732939518,1.75889165957314,0.725413231306304,0.926719977488213,0.00503933333333333,1.38837474713794e-05,0.00397466666666667,1.21394046904524e-05,0.002831,7.57563087695899e-06,1000,"111","637.843"
"11",0.005,1000,1.5,0.1,43,0.4,1.07783410478491,2.04996555960883,0.500958308364409,0.625421946219234,0.00501866666666667,1.41163570078915e-05,0.00396366666666667,1.24745047237968e-05,0.00190233333333333,4.43560642436368e-06,100,"228","1334.104"
"12",0.005,1000,1.5,0.1,43,0.4,1.07783410478491,2.04996555960883,0.500958308364409,0.625421946219234,0.00501866666666667,1.41163570078915e-05,0.00396366666666667,1.24745047237968e-05,0.00190233333333333,4.43560642436368e-06,1000,"28","163.837333333333"
"13",0.005,1000,2,0.7,17,0.2,3.61765274763009,13.4413499656263,2.30862863390236,6.06484356432949,0.005082,2.11496592197399e-05,0.0152923333333333,0.000160172932199622,0.0100236666666667,8.20411202623097e-05,100,"126","190.05"
"14",0.005,1000,2,0.7,17,0.2,3.61765274763009,13.4413499656263,2.30862863390236,6.06484356432949,0.005082,2.11496592197399e-05,0.0152923333333333,0.000160172932199622,0.0100236666666667,8.20411202623097e-05,1000,"58","87.4833333333333"
"15",0.005,1000,2,0.7,17,0.4,3.71325366861685,15.8586201355886,1.34595182269585,2.49450040956238,0.004919,1.9034117039013e-05,0.01498,0.000153959586528843,0.00581466666666667,3.37168905190619e-05,100,"33","49.885"
"16",0.005,1000,2,0.7,17,0.4,3.71325366861685,15.8586201355886,1.34595182269585,2.49450040956238,0.004919,1.9034117039013e-05,0.01498,0.000153959586528843,0.00581466666666667,3.37168905190619e-05,1000,"14","21.1633333333333"
"17",0.005,1000,2,0.4,19,0.2,3.2280988334111,12.767677261381,2.0714521808985,5.65418266742466,0.00485266666666667,2.02437074580416e-05,0.0124683333333333,0.000108761917861509,0.00837733333333333,5.78882489718795e-05,100,"174","327.004"
"18",0.005,1000,2,0.4,19,0.2,3.2280988334111,12.767677261381,2.0714521808985,5.65418266742466,0.00485266666666667,2.02437074580416e-05,0.0124683333333333,0.000108761917861509,0.00837733333333333,5.78882489718795e-05,1000,"70","131.553333333333"
"19",0.005,1000,2,0.4,19,0.4,3.15711242742971,11.6236733468887,1.2444557495774,2.62746427344604,0.004859,2.14622730910303e-05,0.0121903333333333,0.000104867729131933,0.00512766666666667,2.6588230632433e-05,100,"47","89.1276666666667"
"20",0.005,1000,2,0.4,19,0.4,3.15711242742971,11.6236733468887,1.2444557495774,2.62746427344604,0.004859,2.14622730910303e-05,0.0121903333333333,0.000104867729131933,0.00512766666666667,2.6588230632433e-05,1000,"17","32.2376666666667"
"21",0.005,1000,2,0.1,22,0.2,2.06326068226682,6.61216840016473,1.38491242886378,2.92332758621699,0.00431566666666667,1.51097244637101e-05,0.00696466666666667,3.68597047904857e-05,0.00490166666666667,2.13104340335667e-05,100,"376","1285.66933333333"
"22",0.005,1000,2,0.1,22,0.2,2.06326068226682,6.61216840016473,1.38491242886378,2.92332758621699,0.00431566666666667,1.51097244637101e-05,0.00696466666666667,3.68597047904857e-05,0.00490166666666667,2.13104340335667e-05,1000,"105","359.03"
"23",0.005,1000,2,0.1,22,0.4,2.06606593388374,5.89391844710063,0.853477392152413,1.31482596139611,0.004493,1.62413647882628e-05,0.00722733333333333,3.64691426030899e-05,0.00325366666666667,1.14604733800156e-05,100,"89","287.826"
